conformer_id,energy_in_kcalpermol
0,1.6725696091334663
1,1.4674221404193166
2,1.4674221391036253
3,1.117770700480929
4,1.4674221390594515
5,1.467422139283813
6,1.4674221391317532
7,1.0120675865057034
8,1.341576902429495
9,1.0120675853544423
10,1.1177706989785638
11,1.7351793728654654
12,1.012067586341222
13,1.0120675853629706
14,1.6725696091432978
15,1.5975665558626586
16,1.0120675847833212
17,2.1554810684575436
18,1.0120675843048075
19,1.012067584589848
20,1.5975665555489862
21,1.1177706985021814
22,1.0120675843193145
23,2.155481067362935
24,1.117770700816291
25,1.0120675851231706
26,1.3415769017077006
27,1.117770698726194
28,1.117770698207969
29,1.5975665558250047
30,1.5975665556337728
31,1.7351793726724751
32,1.341576900403599
33,1.341576900396108
34,1.3415769002738456
35,1.672569608868761
36,1.4674221428736607
37,1.0120675847836165
38,1.597566556078555
39,1.0120675859889958
40,2.155481067513456
41,1.6725696082154409
42,1.0120675870305267
43,1.1177706983624953
44,1.117770703007682
45,1.597566556562584
46,1.6725696092692344
47,1.4674221431399797
48,1.4674221391574929
49,1.1177706992815526
50,1.5975665573965239
51,1.4674221442653255
52,1.6725696078177443
53,1.3415769004749474
54,1.735179372671769
55,1.5975665560391605
56,1.4674221400268646
57,1.4824125963827017
58,1.6725696080368888
59,1.5975665588955499
60,1.117770698396346
61,1.341576900080517
62,1.1177706982181537
63,1.6725696077109555
64,1.5975665564661299
65,1.7351793760718535
66,1.1177707006153588
67,1.672569608179477
68,1.4674221404438537
69,1.3415769005887124
70,1.467422140631634
71,1.117770698732731
72,1.7351793738412347
73,1.4674221392750366
74,1.7351793757357186
75,1.1177707005789785
76,1.5975665571296962
77,1.4824125956744867
78,1.0120675858205583
79,1.012067584412493
80,1.3415768999847886
81,1.4824125970454443
82,1.7351793747265303
83,1.7351793743390995
84,1.4824125967139392
85,1.4674221393762812
86,1.1177706986570755
87,1.341576900288851
88,1.4674221404223662
89,1.467422139315098
90,1.7351793723965867
91,1.117770699713181
92,1.7351793723524618
93,1.6725696087018274
94,1.6725696081031913
95,1.4824125958715895
96,1.0120675883665267
97,1.7351793733160867
98,1.482412595839354
99,1.5975665553881067
