pairwise_RMSD
0.67
0.01
0.01
0.69
0.42
0.01
0.61
0.42
0.42
0.02
0.42
0.0
0.81
0.69
0.61
0.02
0.02
0.43
0.66
0.69
0.01
0.69
0.42
0.61
0.66
0.42
0.42
0.0
0.81
0.66
0.82
0.82
0.0
0.69
0.69
0.66
0.02
0.61
0.81
0.82
0.81
0.6
0.69
0.0
0.43
0.0
0.66
0.81
0.66
0.42
0.66
0.69
0.02
0.82
0.42
0.61
0.69
0.61
0.0
0.69
0.81
0.42
0.42
0.02
0.81
0.61
0.61
0.81
0.82
0.42
0.02
0.69
0.82
0.61
0.42
0.61
0.66
0.66
0.81
0.42
0.61
0.69
0.69
0.0
0.0
0.82
0.67
0.82
0.69
0.6
0.82
0.69
0.66
0.01
0.69
0.59
0.82
0.82
0.42
0.69
0.82
0.64
0.69
0.69
0.81
0.69
0.82
0.01
0.42
0.66
0.81
0.81
0.67
0.6
0.42
0.82
0.42
0.69
0.64
0.6
0.69
0.69
0.82
0.01
0.6
0.0
0.0
0.82
0.42
0.42
0.6
0.81
0.66
0.01
0.0
0.01
0.66
0.42
0.82
0.67
0.82
0.6
0.01
0.6
0.69
0.6
0.42
0.81
0.0
0.69
0.66
0.42
0.66
0.82
0.42
0.01
0.69
0.69
0.81
0.01
0.66
0.66
0.01
0.0
0.69
0.81
0.42
0.0
0.66
0.69
0.66
0.6
0.6
0.01
0.69
0.66
0.42
0.42
0.0
0.82
0.67
0.82
0.69
0.6
0.82
0.69
0.66
0.01
0.69
0.59
0.82
0.82
0.42
0.69
0.82
0.64
0.69
0.69
0.81
0.69
0.82
0.01
0.42
0.66
0.81
0.81
0.67
0.6
0.42
0.82
0.42
0.69
0.64
0.6
0.69
0.69
0.82
0.01
0.6
0.0
0.0
0.82
0.42
0.42
0.6
0.81
0.66
0.01
0.0
0.01
0.66
0.42
0.82
0.67
0.82
0.6
0.01
0.6
0.69
0.6
0.42
0.81
0.0
0.69
0.66
0.42
0.66
0.82
0.42
0.01
0.69
0.69
0.81
0.01
0.66
0.66
0.01
0.0
0.69
0.81
0.42
0.0
0.66
0.69
0.66
0.6
0.6
0.01
0.69
0.66
0.42
0.42
0.82
0.67
0.82
0.69
0.6
0.82
0.69
0.66
0.01
0.69
0.59
0.82
0.82
0.42
0.69
0.82
0.64
0.69
0.69
0.81
0.69
0.82
0.01
0.42
0.66
0.81
0.81
0.67
0.6
0.42
0.82
0.42
0.69
0.64
0.6
0.69
0.69
0.82
0.01
0.6
0.0
0.0
0.82
0.42
0.42
0.6
0.81
0.66
0.01
0.0
0.01
0.66
0.42
0.82
0.67
0.82
0.6
0.01
0.6
0.69
0.6
0.42
0.81
0.0
0.69
0.66
0.42
0.66
0.82
0.42
0.01
0.69
0.69
0.81
0.01
0.66
0.66
0.01
0.0
0.69
0.81
0.42
0.0
0.66
0.69
0.66
0.6
0.6
0.01
0.69
0.66
0.42
0.42
0.43
0.0
0.42
0.67
0.0
0.43
0.6
0.82
0.43
0.67
0.0
0.0
0.68
0.42
0.0
0.61
0.42
0.43
0.02
0.42
0.01
0.82
0.68
0.61
0.02
0.02
0.43
0.66
0.69
0.0
0.68
0.43
0.61
0.66
0.43
0.42
0.01
0.82
0.66
0.82
0.82
0.01
0.68
0.69
0.66
0.02
0.61
0.82
0.82
0.81
0.6
0.68
0.01
0.43
0.01
0.66
0.82
0.67
0.42
0.66
0.69
0.02
0.82
0.42
0.61
0.69
0.61
0.01
0.68
0.81
0.43
0.43
0.02
0.81
0.61
0.61
0.81
0.82
0.42
0.02
0.69
0.82
0.61
0.42
0.61
0.66
0.66
0.81
0.43
0.61
0.68
0.68
0.43
0.02
0.6
0.43
0.02
0.66
0.67
0.02
0.6
0.43
0.43
0.8
0.02
0.43
0.67
0.02
0.02
0.43
0.02
0.43
0.67
0.8
0.67
0.43
0.43
0.0
0.6
0.81
0.43
0.8
0.02
0.67
0.6
0.02
0.02
0.43
0.67
0.6
0.67
0.67
0.43
0.8
0.81
0.6
0.43
0.67
0.67
0.67
0.67
0.66
0.8
0.43
0.0
0.43
0.6
0.67
0.6
0.02
0.6
0.81
0.43
0.67
0.02
0.67
0.81
0.67
0.43
0.8
0.67
0.02
0.02
0.43
0.67
0.67
0.67
0.67
0.67
0.02
0.43
0.81
0.67
0.67
0.02
0.67
0.6
0.6
0.67
0.02
0.67
0.8
0.8
0.42
0.67
0.0
0.43
0.6
0.82
0.43
0.67
0.0
0.0
0.68
0.42
0.0
0.61
0.42
0.43
0.02
0.42
0.01
0.82
0.68
0.61
0.02
0.02
0.43
0.66
0.69
0.0
0.68
0.43
0.61
0.66
0.43
0.42
0.01
0.82
0.66
0.82
0.82
0.01
0.68
0.69
0.66
0.02
0.61
0.82
0.82
0.81
0.6
0.68
0.01
0.43
0.01
0.66
0.82
0.67
0.42
0.66
0.69
0.02
0.82
0.42
0.61
0.69
0.61
0.01
0.68
0.81
0.43
0.43
0.02
0.81
0.61
0.61
0.81
0.82
0.42
0.02
0.69
0.82
0.61
0.42
0.61
0.66
0.66
0.81
0.43
0.61
0.68
0.68
0.61
0.42
0.01
0.66
0.69
0.01
0.61
0.42
0.42
0.81
0.0
0.42
0.67
0.0
0.01
0.43
0.0
0.42
0.69
0.81
0.66
0.43
0.43
0.02
0.6
0.82
0.42
0.81
0.01
0.67
0.6
0.01
0.0
0.42
0.69
0.6
0.69
0.69
0.42
0.81
0.82
0.6
0.43
0.66
0.69
0.69
0.69
0.66
0.81
0.42
0.02
0.42
0.6
0.69
0.61
0.0
0.6
0.82
0.43
0.69
0.0
0.66
0.82
0.66
0.42
0.81
0.69
0.01
0.01
0.43
0.69
0.66
0.66
0.69
0.69
0.0
0.43
0.82
0.69
0.66
0.0
0.66
0.6
0.6
0.69
0.01
0.66
0.81
0.81
0.67
0.61
0.97
0.59
0.61
0.02
0.67
0.67
0.66
0.61
0.67
0.97
0.61
0.61
0.67
0.61
0.66
0.59
0.66
0.97
0.67
0.67
0.6
0.01
0.66
0.67
0.66
0.61
0.97
0.01
0.61
0.61
0.66
0.59
0.01
0.6
0.6
0.66
0.66
0.66
0.01
0.67
0.97
0.59
0.6
0.6
0.97
0.66
0.66
0.6
0.66
0.01
0.59
0.0
0.61
0.01
0.66
0.67
0.6
0.61
0.97
0.66
0.97
0.66
0.66
0.6
0.61
0.61
0.67
0.6
0.97
0.97
0.6
0.6
0.61
0.67
0.66
0.6
0.97
0.61
0.97
0.01
0.01
0.6
0.61
0.97
0.65
0.66
0.43
0.6
0.82
0.43
0.67
0.0
0.0
0.68
0.42
0.0
0.61
0.42
0.43
0.02
0.42
0.01
0.82
0.68
0.61
0.02
0.02
0.43
0.66
0.69
0.0
0.68
0.43
0.61
0.66
0.43
0.42
0.01
0.82
0.66
0.82
0.82
0.01
0.68
0.69
0.66
0.02
0.61
0.82
0.82
0.81
0.6
0.68
0.01
0.43
0.01
0.66
0.82
0.67
0.42
0.66
0.69
0.02
0.82
0.42
0.61
0.69
0.61
0.01
0.68
0.81
0.43
0.43
0.02
0.81
0.61
0.61
0.81
0.82
0.42
0.02
0.69
0.82
0.61
0.42
0.61
0.66
0.66
0.81
0.43
0.61
0.68
0.68
0.66
0.68
0.0
0.61
0.43
0.43
0.82
0.01
0.43
0.67
0.01
0.0
0.43
0.01
0.42
0.68
0.82
0.67
0.43
0.43
0.02
0.6
0.82
0.43
0.82
0.0
0.67
0.6
0.0
0.01
0.42
0.68
0.6
0.69
0.69
0.42
0.82
0.82
0.6
0.43
0.67
0.68
0.69
0.68
0.66
0.82
0.42
0.02
0.42
0.6
0.68
0.61
0.01
0.6
0.82
0.43
0.69
0.01
0.67
0.82
0.67
0.42
0.82
0.68
0.0
0.0
0.43
0.68
0.67
0.67
0.68
0.69
0.01
0.43
0.82
0.69
0.67
0.01
0.67
0.6
0.6
0.68
0.0
0.67
0.81
0.82
0.66
0.66
0.97
0.6
0.6
0.6
0.66
0.6
0.02
0.66
0.66
0.6
0.66
0.6
0.66
0.6
0.01
0.6
0.6
0.66
0.98
0.6
0.6
0.6
0.66
0.02
0.98
0.66
0.66
0.6
0.66
0.98
0.66
0.66
0.6
0.6
0.6
0.98
0.6
0.01
0.66
0.66
0.66
0.0
0.6
0.6
0.66
0.6
0.98
0.66
0.97
0.66
0.98
0.6
0.6
0.66
0.66
0.01
0.6
0.01
0.6
0.6
0.66
0.66
0.66
0.6
0.66
0.01
0.01
0.66
0.66
0.66
0.6
0.6
0.66
0.01
0.66
0.01
0.98
0.98
0.66
0.66
0.01
0.6
0.6
0.68
0.58
0.82
0.82
0.42
0.69
0.82
0.65
0.69
0.68
0.8
0.69
0.81
0.0
0.42
0.66
0.8
0.8
0.67
0.6
0.42
0.82
0.42
0.68
0.65
0.6
0.68
0.69
0.81
0.0
0.6
0.01
0.01
0.81
0.42
0.42
0.6
0.8
0.66
0.0
0.01
0.01
0.66
0.42
0.81
0.67
0.81
0.6
0.0
0.59
0.69
0.6
0.42
0.8
0.01
0.69
0.66
0.42
0.66
0.81
0.42
0.01
0.68
0.68
0.8
0.01
0.66
0.66
0.01
0.01
0.69
0.8
0.42
0.01
0.66
0.69
0.66
0.6
0.6
0.01
0.68
0.66
0.42
0.42
0.61
0.43
0.43
0.82
0.01
0.43
0.67
0.01
0.0
0.43
0.01
0.42
0.68
0.82
0.67
0.43
0.43
0.02
0.6
0.82
0.43
0.82
0.0
0.67
0.6
0.0
0.01
0.42
0.68
0.6
0.69
0.69
0.42
0.82
0.82
0.6
0.43
0.67
0.68
0.69
0.68
0.66
0.82
0.42
0.02
0.42
0.6
0.68
0.61
0.01
0.6
0.82
0.43
0.69
0.01
0.67
0.82
0.67
0.42
0.82
0.68
0.0
0.0
0.43
0.68
0.67
0.67
0.68
0.69
0.01
0.43
0.82
0.69
0.67
0.01
0.67
0.6
0.6
0.68
0.0
0.67
0.81
0.82
0.67
0.67
0.65
0.61
0.67
0.96
0.61
0.61
0.67
0.61
0.67
0.58
0.65
0.97
0.67
0.67
0.6
0.02
0.64
0.67
0.65
0.61
0.96
0.02
0.61
0.61
0.67
0.58
0.02
0.59
0.59
0.67
0.65
0.64
0.02
0.67
0.97
0.58
0.59
0.58
0.97
0.65
0.67
0.6
0.67
0.02
0.58
0.02
0.61
0.02
0.64
0.67
0.59
0.61
0.97
0.64
0.97
0.67
0.65
0.58
0.61
0.61
0.67
0.58
0.97
0.97
0.58
0.59
0.61
0.67
0.64
0.59
0.97
0.61
0.97
0.02
0.02
0.58
0.61
0.97
0.64
0.65
0.0
0.68
0.42
0.0
0.61
0.42
0.43
0.02
0.42
0.01
0.82
0.68
0.61
0.02
0.02
0.43
0.66
0.69
0.0
0.68
0.43
0.61
0.66
0.43
0.42
0.01
0.82
0.66
0.82
0.82
0.01
0.68
0.69
0.66
0.02
0.61
0.82
0.82
0.81
0.6
0.68
0.01
0.43
0.01
0.66
0.82
0.67
0.42
0.66
0.69
0.02
0.82
0.42
0.61
0.69
0.61
0.01
0.68
0.81
0.43
0.43
0.02
0.81
0.61
0.61
0.81
0.82
0.42
0.02
0.69
0.82
0.61
0.42
0.61
0.66
0.66
0.81
0.43
0.61
0.68
0.68
0.68
0.42
0.0
0.61
0.42
0.43
0.02
0.42
0.01
0.82
0.68
0.61
0.02
0.02
0.43
0.66
0.69
0.0
0.68
0.43
0.61
0.66
0.43
0.42
0.01
0.82
0.66
0.82
0.82
0.01
0.68
0.69
0.66
0.02
0.61
0.82
0.82
0.81
0.6
0.68
0.01
0.43
0.01
0.66
0.82
0.67
0.42
0.66
0.69
0.02
0.82
0.42
0.61
0.69
0.61
0.01
0.68
0.81
0.43
0.43
0.02
0.81
0.61
0.61
0.81
0.82
0.42
0.02
0.69
0.82
0.61
0.42
0.61
0.66
0.66
0.81
0.43
0.61
0.68
0.68
0.81
0.68
0.58
0.81
0.82
0.67
0.81
0.69
0.42
0.0
0.59
0.67
0.67
0.8
0.66
0.01
0.68
0.0
0.82
0.58
0.66
0.82
0.81
0.69
0.42
0.66
0.42
0.42
0.69
0.0
0.01
0.66
0.67
0.59
0.42
0.42
0.42
0.6
0.0
0.69
0.8
0.69
0.66
0.42
0.66
0.81
0.66
0.01
0.67
0.42
0.81
0.59
0.01
0.59
0.69
0.0
0.42
0.82
0.82
0.67
0.42
0.59
0.59
0.42
0.42
0.81
0.67
0.01
0.42
0.59
0.81
0.59
0.66
0.66
0.42
0.82
0.59
0.01
0.0
0.42
0.67
0.0
0.01
0.43
0.0
0.42
0.69
0.81
0.66
0.43
0.43
0.02
0.6
0.82
0.42
0.81
0.01
0.67
0.6
0.01
0.0
0.42
0.69
0.6
0.69
0.69
0.42
0.81
0.82
0.6
0.43
0.66
0.69
0.69
0.69
0.66
0.81
0.42
0.02
0.42
0.6
0.69
0.61
0.0
0.6
0.82
0.43
0.69
0.0
0.66
0.82
0.66
0.42
0.81
0.69
0.01
0.01
0.43
0.69
0.66
0.66
0.69
0.69
0.0
0.43
0.82
0.69
0.66
0.0
0.66
0.6
0.6
0.69
0.01
0.66
0.81
0.81
0.61
0.42
0.43
0.02
0.42
0.01
0.82
0.68
0.61
0.02
0.02
0.43
0.66
0.69
0.0
0.68
0.43
0.61
0.66
0.43
0.42
0.01
0.82
0.66
0.82
0.82
0.01
0.68
0.69
0.66
0.02
0.61
0.82
0.82
0.81
0.6
0.68
0.01
0.43
0.01
0.66
0.82
0.67
0.42
0.66
0.69
0.02
0.82
0.42
0.61
0.69
0.61
0.01
0.68
0.81
0.43
0.43
0.02
0.81
0.61
0.61
0.81
0.82
0.42
0.02
0.69
0.82
0.61
0.42
0.61
0.66
0.66
0.81
0.43
0.61
0.68
0.68
0.67
0.67
0.6
0.67
0.61
0.65
0.58
0.02
0.6
0.6
0.67
0.97
0.59
0.61
0.58
0.67
0.0
0.97
0.67
0.67
0.61
0.65
0.97
0.64
0.64
0.61
0.58
0.59
0.97
0.6
0.02
0.65
0.64
0.64
0.02
0.58
0.61
0.67
0.61
0.97
0.65
0.97
0.67
0.97
0.59
0.6
0.64
0.67
0.02
0.59
0.02
0.61
0.58
0.64
0.67
0.67
0.6
0.64
0.02
0.02
0.64
0.64
0.67
0.6
0.59
0.64
0.02
0.67
0.02
0.97
0.97
0.64
0.67
0.02
0.58
0.58
0.01
0.43
0.0
0.42
0.69
0.81
0.66
0.43
0.43
0.02
0.6
0.82
0.42
0.81
0.01
0.67
0.6
0.01
0.0
0.42
0.69
0.6
0.69
0.69
0.42
0.81
0.82
0.6
0.43
0.66
0.69
0.69
0.69
0.66
0.81
0.42
0.02
0.42
0.6
0.69
0.61
0.0
0.6
0.82
0.43
0.69
0.0
0.66
0.82
0.66
0.42
0.81
0.69
0.01
0.01
0.43
0.69
0.66
0.66
0.69
0.69
0.0
0.43
0.82
0.69
0.66
0.0
0.66
0.6
0.6
0.69
0.01
0.66
0.81
0.81
0.43
0.01
0.42
0.68
0.82
0.67
0.43
0.43
0.02
0.6
0.82
0.43
0.82
0.0
0.67
0.6
0.0
0.01
0.42
0.68
0.6
0.69
0.69
0.42
0.82
0.82
0.6
0.43
0.67
0.68
0.69
0.68
0.66
0.82
0.42
0.02
0.42
0.6
0.68
0.61
0.01
0.6
0.82
0.43
0.69
0.01
0.67
0.82
0.67
0.42
0.82
0.68
0.0
0.0
0.43
0.68
0.67
0.67
0.68
0.69
0.01
0.43
0.82
0.69
0.67
0.01
0.67
0.6
0.6
0.68
0.0
0.67
0.81
0.82
0.43
0.02
0.8
0.67
0.6
0.0
0.0
0.43
0.66
0.67
0.02
0.67
0.43
0.6
0.66
0.43
0.43
0.02
0.8
0.66
0.81
0.81
0.02
0.67
0.67
0.66
0.0
0.6
0.8
0.81
0.8
0.6
0.67
0.02
0.43
0.02
0.66
0.8
0.67
0.43
0.66
0.67
0.0
0.81
0.43
0.6
0.67
0.6
0.02
0.67
0.8
0.43
0.43
0.0
0.8
0.6
0.6
0.8
0.81
0.43
0.0
0.67
0.81
0.6
0.43
0.6
0.66
0.66
0.8
0.43
0.6
0.67
0.67
0.42
0.69
0.81
0.66
0.43
0.43
0.02
0.6
0.82
0.42
0.81
0.01
0.67
0.6
0.01
0.0
0.42
0.69
0.6
0.69
0.69
0.42
0.81
0.82
0.6
0.43
0.66
0.69
0.69
0.69
0.66
0.81
0.42
0.02
0.42
0.6
0.69
0.61
0.0
0.6
0.82
0.43
0.69
0.0
0.66
0.82
0.66
0.42
0.81
0.69
0.01
0.01
0.43
0.69
0.66
0.66
0.69
0.69
0.0
0.43
0.82
0.69
0.66
0.0
0.66
0.6
0.6
0.69
0.01
0.66
0.81
0.81
0.81
0.69
0.61
0.02
0.02
0.43
0.66
0.69
0.01
0.69
0.42
0.61
0.66
0.42
0.42
0.0
0.81
0.66
0.82
0.82
0.0
0.69
0.69
0.66
0.02
0.61
0.81
0.82
0.81
0.6
0.69
0.0
0.43
0.0
0.66
0.81
0.66
0.42
0.66
0.69
0.02
0.82
0.42
0.61
0.69
0.61
0.0
0.69
0.81
0.42
0.42
0.02
0.81
0.61
0.61
0.81
0.82
0.42
0.02
0.69
0.82
0.61
0.42
0.61
0.66
0.66
0.81
0.42
0.61
0.69
0.69
0.42
0.66
0.8
0.8
0.67
0.6
0.42
0.82
0.42
0.68
0.65
0.6
0.68
0.69
0.81
0.0
0.6
0.01
0.01
0.81
0.42
0.42
0.6
0.8
0.66
0.0
0.01
0.01
0.66
0.42
0.81
0.67
0.81
0.6
0.0
0.59
0.69
0.6
0.42
0.8
0.01
0.69
0.66
0.42
0.66
0.81
0.42
0.01
0.68
0.68
0.8
0.01
0.66
0.66
0.01
0.01
0.69
0.8
0.42
0.01
0.66
0.69
0.66
0.6
0.6
0.01
0.68
0.66
0.42
0.42
0.59
0.67
0.67
0.8
0.66
0.01
0.68
0.0
0.82
0.58
0.66
0.82
0.81
0.69
0.42
0.66
0.42
0.42
0.69
0.0
0.01
0.66
0.67
0.59
0.42
0.42
0.42
0.6
0.0
0.69
0.8
0.69
0.66
0.42
0.66
0.81
0.66
0.01
0.67
0.42
0.81
0.59
0.01
0.59
0.69
0.0
0.42
0.82
0.82
0.67
0.42
0.59
0.59
0.42
0.42
0.81
0.67
0.01
0.42
0.59
0.81
0.59
0.66
0.66
0.42
0.82
0.59
0.01
0.0
0.6
0.6
0.67
0.97
0.6
0.61
0.59
0.67
0.02
0.97
0.67
0.66
0.61
0.66
0.97
0.66
0.66
0.61
0.59
0.6
0.97
0.6
0.0
0.66
0.66
0.65
0.01
0.59
0.61
0.67
0.61
0.97
0.66
0.97
0.66
0.97
0.6
0.6
0.66
0.66
0.0
0.6
0.0
0.61
0.59
0.65
0.67
0.67
0.6
0.65
0.0
0.0
0.65
0.66
0.66
0.6
0.6
0.66
0.0
0.66
0.0
0.97
0.97
0.65
0.67
0.0
0.6
0.59
0.0
0.43
0.66
0.67
0.02
0.67
0.43
0.6
0.66
0.43
0.43
0.02
0.8
0.66
0.81
0.81
0.02
0.67
0.67
0.66
0.0
0.6
0.8
0.81
0.8
0.6
0.67
0.02
0.43
0.02
0.66
0.8
0.67
0.43
0.66
0.67
0.0
0.81
0.43
0.6
0.67
0.6
0.02
0.67
0.8
0.43
0.43
0.0
0.8
0.6
0.6
0.8
0.81
0.43
0.0
0.67
0.81
0.6
0.43
0.6
0.66
0.66
0.8
0.43
0.6
0.67
0.67
0.43
0.66
0.67
0.02
0.67
0.43
0.6
0.66
0.43
0.43
0.02
0.8
0.66
0.81
0.81
0.02
0.67
0.67
0.66
0.0
0.6
0.8
0.81
0.8
0.6
0.67
0.02
0.43
0.02
0.66
0.8
0.67
0.43
0.66
0.67
0.0
0.81
0.43
0.6
0.67
0.6
0.02
0.67
0.8
0.43
0.43
0.0
0.8
0.6
0.6
0.8
0.81
0.43
0.0
0.67
0.81
0.6
0.43
0.6
0.66
0.66
0.8
0.43
0.6
0.67
0.67
0.6
0.81
0.43
0.8
0.02
0.67
0.6
0.02
0.02
0.43
0.67
0.6
0.67
0.67
0.43
0.8
0.81
0.6
0.43
0.67
0.67
0.67
0.67
0.66
0.8
0.43
0.0
0.43
0.6
0.67
0.6
0.02
0.6
0.81
0.43
0.67
0.02
0.67
0.81
0.67
0.43
0.8
0.67
0.02
0.02
0.43
0.67
0.67
0.67
0.67
0.67
0.02
0.43
0.81
0.67
0.67
0.02
0.67
0.6
0.6
0.67
0.02
0.67
0.8
0.8
0.66
0.66
0.66
0.6
0.97
0.0
0.6
0.6
0.66
0.6
0.0
0.6
0.6
0.66
0.66
0.66
0.0
0.66
0.97
0.6
0.6
0.6
0.98
0.66
0.66
0.6
0.66
0.0
0.6
0.01
0.6
0.0
0.66
0.66
0.6
0.6
0.97
0.66
0.97
0.66
0.66
0.6
0.6
0.6
0.66
0.6
0.97
0.97
0.6
0.6
0.6
0.66
0.66
0.6
0.97
0.6
0.97
0.0
0.0
0.6
0.6
0.97
0.66
0.66
0.69
0.01
0.82
0.59
0.66
0.82
0.82
0.69
0.42
0.66
0.42
0.42
0.69
0.01
0.0
0.66
0.67
0.6
0.42
0.42
0.42
0.6
0.01
0.69
0.81
0.69
0.66
0.42
0.66
0.82
0.66
0.0
0.67
0.42
0.82
0.6
0.0
0.6
0.69
0.01
0.42
0.82
0.82
0.67
0.42
0.6
0.6
0.42
0.42
0.82
0.67
0.0
0.42
0.6
0.82
0.6
0.66
0.66
0.42
0.82
0.6
0.01
0.01
0.68
0.43
0.61
0.66
0.43
0.42
0.01
0.82
0.66
0.82
0.82
0.01
0.68
0.69
0.66
0.02
0.61
0.82
0.82
0.81
0.6
0.68
0.01
0.43
0.01
0.66
0.82
0.67
0.42
0.66
0.69
0.02
0.82
0.42
0.61
0.69
0.61
0.01
0.68
0.81
0.43
0.43
0.02
0.81
0.61
0.61
0.81
0.82
0.42
0.02
0.69
0.82
0.61
0.42
0.61
0.66
0.66
0.81
0.43
0.61
0.68
0.68
0.82
0.58
0.66
0.82
0.81
0.69
0.42
0.66
0.42
0.42
0.69
0.0
0.01
0.66
0.67
0.59
0.42
0.42
0.42
0.6
0.0
0.69
0.8
0.69
0.66
0.42
0.66
0.81
0.66
0.01
0.67
0.42
0.81
0.59
0.01
0.59
0.69
0.0
0.42
0.82
0.82
0.67
0.42
0.59
0.59
0.42
0.42
0.81
0.67
0.01
0.42
0.59
0.81
0.59
0.66
0.66
0.42
0.82
0.59
0.01
0.0
0.67
0.6
0.0
0.01
0.42
0.68
0.6
0.69
0.69
0.42
0.82
0.82
0.6
0.43
0.67
0.68
0.69
0.68
0.66
0.82
0.42
0.02
0.42
0.6
0.68
0.61
0.01
0.6
0.82
0.43
0.69
0.01
0.67
0.82
0.67
0.42
0.82
0.68
0.0
0.0
0.43
0.68
0.67
0.67
0.68
0.69
0.01
0.43
0.82
0.69
0.67
0.01
0.67
0.6
0.6
0.68
0.0
0.67
0.81
0.82
0.97
0.67
0.67
0.61
0.65
0.97
0.64
0.64
0.61
0.58
0.59
0.97
0.6
0.02
0.65
0.64
0.64
0.02
0.58
0.61
0.67
0.61
0.97
0.65
0.97
0.67
0.97
0.59
0.6
0.64
0.67
0.02
0.59
0.02
0.61
0.58
0.64
0.67
0.67
0.6
0.64
0.02
0.02
0.64
0.64
0.67
0.6
0.59
0.64
0.02
0.67
0.02
0.97
0.97
0.64
0.67
0.02
0.58
0.58
0.6
0.6
0.66
0.6
0.0
0.6
0.6
0.66
0.66
0.66
0.0
0.66
0.97
0.6
0.6
0.6
0.98
0.66
0.66
0.6
0.66
0.0
0.6
0.01
0.6
0.0
0.66
0.66
0.6
0.6
0.97
0.66
0.97
0.66
0.66
0.6
0.6
0.6
0.66
0.6
0.97
0.97
0.6
0.6
0.6
0.66
0.66
0.6
0.97
0.6
0.97
0.0
0.0
0.6
0.6
0.97
0.66
0.66
0.01
0.42
0.68
0.6
0.69
0.69
0.42
0.82
0.82
0.6
0.43
0.67
0.68
0.69
0.68
0.66
0.82
0.42
0.02
0.42
0.6
0.68
0.61
0.01
0.6
0.82
0.43
0.69
0.01
0.67
0.82
0.67
0.42
0.82
0.68
0.0
0.0
0.43
0.68
0.67
0.67
0.68
0.69
0.01
0.43
0.82
0.69
0.67
0.01
0.67
0.6
0.6
0.68
0.0
0.67
0.81
0.82
0.42
0.69
0.6
0.69
0.69
0.42
0.81
0.82
0.6
0.43
0.66
0.69
0.69
0.69
0.66
0.81
0.42
0.02
0.42
0.6
0.69
0.61
0.0
0.6
0.82
0.43
0.69
0.0
0.66
0.82
0.66
0.42
0.81
0.69
0.01
0.01
0.43
0.69
0.66
0.66
0.69
0.69
0.0
0.43
0.82
0.69
0.66
0.0
0.66
0.6
0.6
0.69
0.01
0.66
0.81
0.81
0.81
0.66
0.82
0.82
0.0
0.69
0.69
0.66
0.02
0.61
0.81
0.82
0.81
0.6
0.69
0.0
0.43
0.0
0.66
0.81
0.66
0.42
0.66
0.69
0.02
0.82
0.42
0.61
0.69
0.61
0.0
0.69
0.81
0.42
0.42
0.02
0.81
0.61
0.61
0.81
0.82
0.42
0.02
0.69
0.82
0.61
0.42
0.61
0.66
0.66
0.81
0.42
0.61
0.69
0.69
0.6
0.01
0.01
0.81
0.42
0.42
0.6
0.8
0.66
0.0
0.01
0.01
0.66
0.42
0.81
0.67
0.81
0.6
0.0
0.59
0.69
0.6
0.42
0.8
0.01
0.69
0.66
0.42
0.66
0.81
