conformer_id,energy_in_kcalpermol,rel_energy_in_kcalpermol,rel_energy_in_kJpermol
0,1.6725696091334663,0.6605020248286588,2.7635404718831085
1,1.4674221404193166,0.45535455611450915,1.9052034627831063
2,1.4674221391036253,0.4553545547988178,1.905203457278254
3,1.117770700480929,0.10570311617612149,0.44226183808089237
4,1.4674221390594515,0.45535455475464404,1.9052034570934306
5,1.467422139283813,0.45535455497900545,1.9052034580321588
6,1.4674221391317532,0.45535455482694576,1.905203457395941
7,1.0120675865057034,2.2008959099650838e-09,9.20854848729391e-09
8,1.341576902429495,0.32950931812468753,1.3786669870336927
9,1.0120675853544423,1.0496348235022879e-09,4.3916721015335724e-09
10,1.1177706989785638,0.10570311467375637,0.4422618317949967
11,1.7351793728654654,0.7231117885606579,3.025499723337793
12,1.012067586341222,2.0364145925100274e-09,8.520358655061955e-09
13,1.0120675853629706,1.0581631126882485e-09,4.427354463487632e-09
14,1.6725696091432978,0.6605020248384903,2.7635404719242436
15,1.5975665558626586,0.5854989715578511,2.4497276969980493
16,1.0120675847833212,4.785136731300099e-10,2.0021012083759617e-09
17,2.1554810684575436,1.1434134841527361,4.784042017695048
18,1.0120675843048075,0.0,0.0
19,1.012067584589848,2.850404356991021e-10,1.1926091829650431e-09
20,1.5975665555489862,0.5854989712441787,2.449727695685644
21,1.1177706985021814,0.10570311419737388,0.44226182980181233
22,1.0120675843193145,1.4507062218171995e-11,6.069754832083163e-11
23,2.155481067362935,1.1434134830581277,4.784042013115207
24,1.117770700816291,0.10570311651148345,0.4422618394840468
25,1.0120675851231706,8.183631550195969e-10,3.4240314406019935e-09
26,1.3415769017077006,0.32950931740289313,1.378666984013705
27,1.117770698726194,0.10570311442138647,0.442261830739081
28,1.117770698207969,0.10570311390316145,0.4422618285708275
29,1.5975665558250047,0.5854989715201973,2.4497276968405055
30,1.5975665556337728,0.5854989713289653,2.449727696040391
31,1.7351793726724751,0.7231117883676677,3.0254997225303217
32,1.341576900403599,0.3295093160987914,1.3786669785573433
33,1.341576900396108,0.3295093160913005,1.3786669785260015
34,1.3415769002738456,0.3295093159690381,1.3786669780144554
35,1.672569608868761,0.6605020245639535,2.7635404707755815
36,1.4674221428736607,0.4553545585688532,1.905203473052082
37,1.0120675847836165,4.788089924545602e-10,2.00333682442988e-09
38,1.597566556078555,0.5854989717737475,2.44972769790136
39,1.0120675859889958,1.6841883443419192e-09,7.04664403272659e-09
40,2.155481067513456,1.1434134832086487,4.784042013744986
41,1.6725696082154409,0.6605020239106334,2.7635404680420903
42,1.0120675870305267,2.7257192058982582e-09,1.1404409157478313e-08
43,1.1177706983624953,0.10570311405768784,0.44226182921736595
44,1.117770703007682,0.10570311870287452,0.442261848652827
45,1.597566556562584,0.5854989722577766,2.4497276999265374
46,1.6725696092692344,0.6605020249644269,2.763540472451162
47,1.4674221431399797,0.4553545588351722,1.9052034741663604
48,1.4674221391574929,0.4553545548526854,1.9052034575036358
49,1.1177706992815526,0.10570311497674512,0.44226183306270156
50,1.5975665573965239,0.5854989730917164,2.4497277034157414
51,1.4674221442653255,0.455354559960518,1.9052034788748073
52,1.6725696078177443,0.6605020235129369,2.763540466378128
53,1.3415769004749474,0.3295093161701399,1.3786669788558654
54,1.735179372671769,0.7231117883669615,3.025499722527367
55,1.5975665560391605,0.5854989717343531,2.449727697736533
56,1.4674221400268646,0.4553545557220571,1.9052034611410869
57,1.4824125963827017,0.47034501207789425,1.9679235305339096
58,1.6725696080368888,0.6605020237320813,2.7635404672950283
59,1.5975665588955499,0.5854989745907424,2.449727709687666
60,1.117770698396346,0.10570311409153854,0.44226182935899727
61,1.341576900080517,0.32950931577570963,1.378666977205569
62,1.1177706982181537,0.10570311391334619,0.4422618286134405
63,1.6725696077109555,0.660502023406148,2.7635404659313236
64,1.5975665564661299,0.5854989721613224,2.449727699522973
65,1.7351793760718535,0.723111791767046,3.0254997367533205
66,1.1177707006153588,0.10570311631055129,0.4422618386433466
67,1.672569608179477,0.6605020238746695,2.7635404678916173
68,1.4674221404438537,0.4553545561390462,1.9052034628857692
69,1.3415769005887124,0.3295093162839049,1.3786669793318582
70,1.467422140631634,0.4553545563268264,1.9052034636714419
71,1.117770698732731,0.10570311442792346,0.4422618307664318
72,1.7351793738412347,0.7231117895364272,3.0254997274204114
73,1.4674221392750366,0.45535455497022914,1.9052034579954389
74,1.7351793757357186,0.7231117914309111,3.025499735346932
75,1.1177707005789785,0.10570311627417106,0.4422618384911317
76,1.5975665571296962,0.5854989728248887,2.4497277022993345
77,1.4824125956744867,0.4703450113696792,1.9679235275707379
78,1.0120675858205583,1.5157508581609136e-09,6.341901590545263e-09
79,1.012067584412493,1.0768541613970228e-10,4.5055578112851435e-10
80,1.3415768999847886,0.3295093156799811,1.378666976805041
81,1.4824125970454443,0.4703450127406368,1.9679235333068243
82,1.7351793747265303,0.7231117904217228,3.0254997311244884
83,1.7351793743390995,0.723111790034292,3.025499729503478
84,1.4824125967139392,0.47034501240913174,1.9679235319198072
85,1.4674221393762812,0.4553545550714737,1.905203458419046
86,1.1177706986570755,0.10570311435226798,0.44226183044988926
87,1.341576900288851,0.3295093159840434,1.3786669780772378
88,1.4674221404223662,0.4553545561175587,1.9052034627958656
89,1.467422139315098,0.45535455501029043,1.9052034581630553
90,1.7351793723965867,0.7231117880917792,3.025499721376004
91,1.117770699713181,0.10570311540837363,0.4422618348686353
92,1.7351793723524618,0.7231117880476543,3.0254997211913857
93,1.6725696087018274,0.6605020243970199,2.7635404700771313
